Product Name,Recommended Product Name,SKU,Parent Category,Subcategory 1,Subcategory 2,Subcategory 3,Attribute - Program 1,Attribute - Program 2,Attribute - Program 3,Product Type,Variation - Format,Variation - Language,Variation - Level,Variation - Size,Price,External Link to Third-Party Platform for Product Details/Purchase,NEW Short Descriptions,Long Description,Review 1,Review 2,Feature & Benefit 1 Title,Feature & Benefit 1 Blurb ,Feature Icon 1,Feature & Benefit 2 Title,Feature & Benefit 2 Blurb ,Feature Icon 2,Feature & Benefit 3 Title,Feature & Benefit 3 Blurb ,Feature Icon 3,Feature & Benefit 4 Title,Feature & Benefit 4 Blurb ,Feature Icon 4,Feature & Benefit 5 Title,Feature & Benefit 5 Blurb ,Feature Icon 5,Item Height,Item Length,Item Width,Item Weight,Dropbox Link to Product Image,variation description
chirunning circle cutout-,Women's ChiRunning Cutout Circle Logo Slim Fit Long Sleeve T-Shirt,Women's ChiRunning Cutout Circle Logo Slim Fit Long Sleeve T-Shirt,Apparel,Women,,,,,,,,,,,28.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+circle+cutout-A5d8aeb4d13615160bff9cb6b?productType=876&sellable=qrd047lxk8hD3qpOR8ey-876-19&appearance=2,"Women's Premium Slim Fit Long Sleeve T-Shirt | Fabric Content: 100% cotton (heather gray and heather ice blue are 95% cotton/5% viscose. charcoal gray is 80% cotton/20% polyester. heather burgundy is 60% cotton/40% polyester) ITEMS RUNS SMALL. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/y53dlyun49hdj57/womens-chirunning-circle-logo-slim-fit-long-sleeve-t-shirt.jpg?dl=1,
chirunning circle cutout-,Unisex ChiRunning Cutout Circle Logo Baseball T-Shirt,Unisex ChiRunning Cutout Circle Logo Baseball T-Shirt,Apparel,Men,Women,,,,,,,,,,29.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+circle+cutout-A5d8aeb4d13615160bff9cb6b?productType=951&sellable=qrd047lxk8hD3qpOR8ey-951-18&appearance=54,"Unisex Baseball tee with ¾ raglan sleeves. 100% cotton. Brand: Tultex. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/d8e01uoufrguh95/unisex-chirunning-baseball-t-shirt.jpg?dl=1,
chirunning shirt-back,ChiRunning Sweatshirt Cinch Bag,ChiRunning Sweatshirt Cinch Bag,Apparel,Men,Women,Kids,,,,,,,,,15.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=1158&sellable=GBl14QX1E2FDvg0rxRrg-1158-33&appearance=2&size=29,"Sweatshirt Cinch Bag | Brand: Port &Company | Fabric Content: 50% Cotton/50% Polyester <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/gos851ih05rgq0n/chirunning-sweatshirt-cinch-bag.jpg?dl=1,
chirunning shirt-back,Men's ChiRunning Hoodie,Men's ChiRunning Hoodie,Apparel,Men,,,,,,,,,,,35.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=20&sellable=GBl14QX1E2FDvg0rxRrg-20-22&appearance=2,"Men's Premium Hoodie | Fabric Content: 80% cotton / 20% polyester. (heather gray is 85% cotton / 15% rayon, heather denim and charcoal gray are 60% cotton, 40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/tuz1i0098ors4fx/mens-chirunning-hoodie.jpg?dl=1,
chirunning shirt-back,Baby ChiRunning Bodysuit,Baby ChiRunning Bodysuit,Apparel,Kids,,,,,,,,,,,17.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=401&sellable=GBl14QX1E2FDvg0rxRrg-401-10&appearance=2,"Organic Short Sleeve Baby Bodysuit | Fabric Content: 100% organic cotton. Heather gray is 85% cotton/15% polyester. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/xgfs4jtfr0j9zfn/baby-chirunning-bodysuit.jpg?dl=1,
chirunning shirt-back,Women's ChiRunning Hoodie,Women's ChiRunning Hoodie,Apparel,Women,,,,,,,,,,,35.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=444&sellable=GBl14QX1E2FDvg0rxRrg-444-23&appearance=2,"Women's Premium Hoodie | | Fabric Content: 80% cotton / 20% polyester. heather gray is 85% cotton / 15% rayon, heather denim and charcoal gray are 60% cotton, 40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/q2j53pvfylksoov/womens-chirunning-hoodie.jpg?dl=1,
chirunning shirt-back,ChiRunning Snapback Baseball Cap,ChiRunning Snapback Baseball Cap,Apparel,Men,Women,,,,,,,,,,18.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=803&sellable=GBl14QX1E2FDvg0rxRrg-803-34&appearance=2&size=29,"Snapback cap, size adjustable, featuring flat brim with contrasting green underside. 80% acrylic, 20% wool <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/5vwu6lgmre5kdgo/chirunning-snapback-baseball-cap.jpg?dl=1,
chirunning shirt-back,Men's ChiRunning T-Shirt,Men's ChiRunning T-Shirt,Apparel,Men,,,,,,,,,,,21.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=812&sellable=GBl14QX1E2FDvg0rxRrg-812-7&appearance=2,"Classic cut T-shirt for men, 100% cotton (Heather gray and heather ice blue are 95% cotton/5% viscose. Heather blue & charcoal gray are 80% cotton/20% polyester. Heather burgundy is 60% cotton/40% polyester. Heather oatmeal is 99% cotton/1% viscose) Brand: Spreadshirt <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/31j58syw5ozt5nf/mens-chirunning-t-shirt.jpg?dl=1,
chirunning shirt-back,Women's ChiRunning Premium T-Shirt,Women's ChiRunning Premium T-Shirt,Apparel,Women,,,,,,,,,,,21.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=813&sellable=GBl14QX1E2FDvg0rxRrg-813-8&appearance=2,"Fitted classic T-shirt for women | Brand: Spreadshirt | 100% cotton (heather gray is 95% cotton/5% viscose. Heather Blue & Charcoal Gray are 80% cotton/20% polyester. Heather Burgundy is 60% cotton/40% polyester, Heather Oatmeal is 99% Cotton/1% Viscose, Heather Ice Blue is 95% Cotton/5% Viscose). ITEMS RUNS SMALL. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/5r9ejz2agwmqtdi/womens-chirunning-premium-t-shirt.jpg?dl=1,
chirunning shirt-back,Kid's ChiRunning T-Shirt,Kid's ChiRunning T-Shirt,Apparel,Kids,,,,,,,,,,,17.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8a1ed11cbf3a25d5b90351?productType=815&sellable=GBl14QX1E2FDvg0rxRrg-815-9&appearance=2,"Unisex T-shirt for kids | Brand: Spreadshirt | 100% cotton (heather gray is 95% cotton/5% viscose, heather blue & charcoal gray are 80% cotton/20% polyester, heather burgundy is 60% cotton/40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/cz4ipjzfbgobtdg/kids-chirunning-t-shirt.jpg?dl=1,
chirunning shirt-back,Men's Long Sleeve ChiRunning T-Shirt,Men's Long Sleeve ChiRunning T-Shirt,Apparel,Men ,,,,,,,,,,,27.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8aeb2e162c5f464efe6d37?productType=23&sellable=yrQNVMrG41fmpedObJgj-23-18&appearance=4,"Standard weight long sleeve t-shirt for men | Brand: Fruit of the Loom | Fabric Content: 100% cotton <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/w19gd4vexlu4eje/mens-long-sleeve-chirunning-t-shirt.jpg?dl=1,
chirunning shirt-back,Women's ChiRunning Long Sleeve T-Shirt,Women's ChiRunning Long Sleeve T-Shirt,Apparel,Women,,,,,,,,,,,27.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-back-A5d8aeb2e162c5f464efe6d37?productType=345&sellable=yrQNVMrG41fmpedObJgj-345-19&appearance=2,"Women’s Long Sleeve T-Shirt | Brand: Gildan | Material: 100% preshrunk cotton, the color heather gray is 90% cotton/10% polyester <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/w7j69223aycyjko/womens-chirunning-long-sleeve-t-shirt.jpg?dl=1,
chirunnign shirt-front,Men's ChiRunning Circle Logo Moisture Wicking Performance T-Shirt,Men's ChiRunning Circle Logo Moisture Wicking Performance T-Shirt,Apparel,Men,,,,,,,,,,,26.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e747?productType=1263&sellable=8ylEB7k8rOcODymlLxQB-1263-7&appearance=1,"Men's Performance T-Shirt | Brand: Sport Tek | Fabric: 100% Polyester Interlock <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/hqfpt0mfpul1h2c/mens-chirunning-circle-logo-moisture-wicking-performance-t-shirt.jpg?dl=1,
chirunning shirt-front,Women's ChiRunning Circle Logo Moisture Wicking Performance T-Shirt,Women's ChiRunning Circle Logo Moisture Wicking Performance T-Shirt,Apparel,Women,,,,,,,,,,,26.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e747?productType=1341&sellable=8ylEB7k8rOcODymlLxQB-1341-8&appearance=33,"Women’s Moisture Wicking Performance T-Shirt | Brand: Sport Tek | Fabric Content: 100% polyester interlock <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/epawoskrcbhal9i/womens-chirunning-circle-logo-moisture-wicking-performance-t-shirt.jpg?dl=1,
chirunning shirt-front,Unisex ChiRunning Tie Dye T-Shirt,Unisex ChiRunning Tie Dye T-Shirt,Apparel,Men,Women,,,,,,,,,,27.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e750?productType=491&sellable=ZbJ3BQapLltXr9d2R4vx-491-7&appearance=253,"Classic-cut tie dye T-shirt for both men and women, 100% Cotton, Brand: Dyenomite <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/2dv7xtypwumgitp/unisex-chirunning-tie-dye-t-shirt.jpg?dl=1,
chirunning shirt-front,Men's ChiRunning Tank,Men's ChiRunning Tank,Apparel,Men,,,,,,,,,,,26.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e750?productType=916&sellable=ZbJ3BQapLltXr9d2R4vx-916-15&appearance=317,"Premium quality tank top made of 100% cotton (heather gray is 95% cotton/5% viscose, charcoal gray is 80% cotton/20% polyester). <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/pinpvji9u65r31q/mens-chirunning-tank.jpg?dl=1,
chirunning shirt-front,Unisex ChiRunning Baseball T-Shirt,Unisex ChiRunning Baseball T-Shirt,Apparel,Men,Women,,,,,,,,,,29.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e750?productType=951&sellable=ZbJ3BQapLltXr9d2R4vx-951-18&appearance=54,"Unisex Baseball tee with ¾ raglan sleeves. 100% cotton. Brand: Tultex. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/unv61igluofdfm6/mens-chirunning-vertical-logo-tank.jpg?dl=1,
chirunning shirt-front,ChiRunning Circle Logo Water Bottle,ChiRunning Circle Logo Water Bottle,Gear,,,,,,,,,,,,19.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chirunning+shirt-front-A5d8aeb51f937647d8189e755?productType=757&sellable=XyEx7Z3qX8c87GZkQNqB-757-39&appearance=1&size=29,"Water Bottle | Brand: BestSub| Material: stainless-steel and plastic. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/eraof3k7mvsyfe0/chirunning-circle-logo-water-bottle.jpg?dl=1,
chiwalking cutout circle,Women's ChiWalking Moisture Wicking Performance T-Shirt,Women's ChiWalking Moisture Wicking Performance T-Shirt,Apparel,Women,,,,,,,,,,,26.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chiwalking+cutout+circle-A5d8aeb30205176264299db53?productType=1341&sellable=MLBk24njMaux830onb92-1341-8&appearance=33,"Women’s Moisture Wicking Performance T-Shirt | Brand: Sport Tek | Fabric Content: 100% polyester interlock <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/n8zbcx8moxnqvmw/womens-chiwalking-moisture-wicking-performance-t-shirt.jpg?dl=1,
chiwalking cutout circle,Women's ChiWalking Hoodie,Women's ChiWalking Hoodie,Apparel,Women,,,,,,,,,,,38.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chiwalking+cutout+circle-A5d8aeb30205176264299db53?productType=405&sellable=MLBk24njMaux830onb92-405-23&appearance=447,"Hooded Lightweight Sweatshirt for Women, 50% cotton/ 50% polyester, Brand: Jerzees <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/pfv5x98uyatz1go/womens-chiwalking-hoodie.jpg?dl=1,
chiwalking cutout circle,Unisex ChiWalking Cutout Circle Logo Baseball T-Shirt,Unisex ChiWalking Cutout Circle Logo Baseball T-Shirt,Apparel,Men,Women,,,,,,,,,,29.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chiwalking+cutout+circle-A5d8aeb30205176264299db53?productType=951&sellable=MLBk24njMaux830onb92-951-18&appearance=54,"Unisex Baseball tee with ¾ raglan sleeves. 100% cotton. Brand: Tultex. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/tmkitz0619gp6ge/unisex-chiwalking-cutout-circle-logo-baseball-t-shirt.jpg?dl=1,
chiwalking logo tshirt gr,Men's ChiWalking Moisture Wicking Performance T-Shirt,Men's ChiWalking Moisture Wicking Performance T-Shirt,Apparel,Men,,,,,,,,,,,26.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/chiwalking+logo+tshirt+gr-A5d8aeb2ff937647d8189ce88?productType=1263&sellable=lzdYQGg4N8hJX0l8N0rN-1263-7&appearance=1,"Men's Performance T-Shirt | Brand: Sport Tek | Fabric: 100% Polyester Interlock <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/8m574m802r5muqs/mens-chiwalking-moisture-wicking-performance-t-shirt.jpg?dl=1,
chiwalking logo tshirt gr,Men's Long Sleeve ChiWalking T-Shirt,Men's Long Sleeve ChiWalking T-Shirt,Apparel,Men,,,,,,,,,,,27.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/chiwalking+logo+tshirt+gr-A5d8aeb2ff937647d8189ce88?productType=23&sellable=lzdYQGg4N8hJX0l8N0rN-23-18&appearance=228,"Standard weight long sleeve t-shirt for men | Brand: Fruit of the Loom | Fabric Content: 100% cotton<br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/q2j53pvfylksoov/womens-chirunning-hoodie.jpg?dl=1,
Master Instructor- CRCW s,Master Instructor Sweatshirt Cinch Bag,Master Instructor Sweatshirt Cinch Bag,Apparel,Men,Women,,,,,,,,,,15.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=1158&sellable=dYd8XYaxj7SDzlqZyB35-1158-33&appearance=2&size=29,"Sweatshirt Cinch Bag | Brand: Port &Company | Fabric Content: 50% Cotton/50% Polyester <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/sxlbiqgu06d4oph/master-instructor-sweatshirt-cinch-bag.jpg?dl=1,
Master Instructor - CRCW s (men's hoodie),Men's Master Instructor Hoodie,Men's Master Instructor Hoodie,Apparel,Men,,,,,,,,,,,35.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=20&sellable=dYd8XYaxj7SDzlqZyB35-20-22&appearance=4,"Men's Premium Hoodie | Fabric Content: 80% cotton / 20% polyester. (heather gray is 85% cotton / 15% rayon, heather denim and charcoal gray are 60% cotton, 40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/qpwhwpwi93n21o7/mens-master-instructor-hoodie.jpg?dl=1,
