Product Name,Recommended Product Name,SKU,Parent Category,Subcategory 1,Subcategory 2,Subcategory 3,Attribute - Program 1,Attribute - Program 2,Attribute - Program 3,Product Type,Variation - Format,Variation - Language,Variation - Level,Variation - Size,Price,External Link to Third-Party Platform for Product Details/Purchase,NEW Short Descriptions,Long Description,Review 1,Review 2,Feature & Benefit 1 Title,Feature & Benefit 1 Blurb ,Feature Icon 1,Feature & Benefit 2 Title,Feature & Benefit 2 Blurb ,Feature Icon 2,Feature & Benefit 3 Title,Feature & Benefit 3 Blurb ,Feature Icon 3,Feature & Benefit 4 Title,Feature & Benefit 4 Blurb ,Feature Icon 4,Feature & Benefit 5 Title,Feature & Benefit 5 Blurb ,Feature Icon 5,Item Height,Item Length,Item Width,Item Weight,Dropbox Link to Product Image,variation description
Complete ChiWalking Package,ChiWalking Complete Package,ccwpack ,Packages,,,,,ChiWalking  ,,Variable,Physical DVD & Digital DVD,,,,69.95,,"Learn to blend walking with the movement principles of T’ai Chi to create balance and strength, to improve overall health, and to manage stress.","Chi Walking combines the inner focus and flow of T’ai Chi with the healthfulness and energy of walking to create a ground-breaking technique that makes walking more enjoyable.
Now available to purchase with the digital ChiWalking DVD, which allows immediate access to stream and download the .mp4 file directly to your computer to view on your devices! (Please note that the rest of your order will be shipped in 2 - 3 business days.) 
This package has the best tools for you to learn the Chi Walking method: the book explains ‘why’, the DVD shows ‘how’, and the metronome puts it all together to help you walk efficiently and with awareness.","""During the past few years, my wife and I have become avid ChiWalkers – it’s been an invaluable and powerful journey. All in all, ChiWalking has become our science and our art – a magical way to walk – leading to a more mindful and healthy way to live. We recommend it to everyone whether or not they ever want to walk a marathon – ChiWalking works!"" 
Jim & Sue M. ","""Yesterday I finished my first marathon! I accomplished this using the ChiWalking technique, with a few ChiRunning moments thrown in for good measure. The focuses helped me get through the tough parts, and  when I got to the last few miles and I was exhausted, each step was a reminder to perfect my form, breathe completely, and gather my energy from the earth.""
Kimberly G.",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your walking efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Walk with confidence,Feel lighter on your feet and walk farther and faster than ever before,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/walk-with-confidence-icon.png,Stay consistent,Enrich your walking practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love fitness for life,Rediscover the joy of walking,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-fitness-for-life-icon.png,3.38,9.25,6.13,1.38,https://www.dropbox.com/s/34vuu80pyenv2a7/complete-cw-package.jpg?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Complete ChiRunning Package,ChiRunning Complete Package,ccrpackdig,Packages,,,,ChiRunning  ,,,Variable,Digital DVD,,,,95.95,,"Run injury-free with the revolutionary technique that makes running joyful and safe for beginning runners to seasoned marathoners. Package includes ChiRunning book, digital ChiRunning DVD, digital Hills & Trails DVD, digital ChiRunning Audio Program, and metronome.","Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","I owe my new love of running to Danny and ChiRunning! 
Leslie P. ","""I've managed to stay injury-free while improving my performance.  There's clearly something Danny has nailed with his ChiRunning philosophy.  I'm a believer and intend to continue to seek improvement through the application of the ChiRunning principles.""
Joe C.",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,4.5,9.25,6.13,1.55,https://www.dropbox.com/s/3ef5w4q16oy6nw2/complete-cr-package.jpg?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Complete ChiRunning Package,ChiRunning Complete Package,ccrpack ,Packages,,,,ChiRunning  ,,,Variable,Physical DVD & Digital DVD,,,,110.95,,"Run injury-free with the revolutionary technique that makes running joyful and safe for beginning runners to seasoned marathoners. Package includes ChiRunning book, ChiRunning DVD, Hills & Trails DVD, digital ChiRunning Audio Program, and metronome.","Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","I owe my new love of running to Danny and ChiRunning! 
Leslie P. ","""I've managed to stay injury-free while improving my performance.  There's clearly something Danny has nailed with his ChiRunning philosophy.  I'm a believer and intend to continue to seek improvement through the application of the ChiRunning principles.""
Joe C.",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,4,9.25,6.13,1.85,https://www.dropbox.com/s/3ef5w4q16oy6nw2/complete-cr-package.jpg?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Complete ChiMarathon Package,ChiMarathon Complete Package,ccmpackdig,Packages,,,,ChiRunning  ,,,Variable,Digital DVD,,,,99.95,,"Learn the ChiRunning technique while you train to run farther and faster with less effort. Run your best half/full marathon yet! Includes ChiMarathon book, digital ChiRunning DVD, printed Beginner Half Marathon training program, printed Beginner Full Marathon training program, and Metronome","Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","“ChiMarathon is nothing short of magical…each week I found myself improving my form, my pace…and my enjoyment and confidence. My Chicago Marathon experience on Oct. 7th was the best I could have hoped for.” 
Cheryl H.","""I'm running 52 marathons, that's a marathon a week. I've been doing ChiRunning for 2 years. It's saved me and I love it."" Julie W.",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,4.5,9.25,6.13,1.55,https://www.dropbox.com/s/07797af457sbdlv/complete-cm-package.jpg?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Complete ChiMarathon Package,ChiMarathon Complete Package,ccmpack ,Packages,,,,ChiRunning  ,,,Variable,Physical DVD,,,,109.95,,"Learn the ChiRunning technique while you train to run farther and faster with less effort. Run your best half/full marathon yet! Includes ChiMarathon book, ChiRunning DVD, printed Beginner Half Marathon training program, printed Beginner Full Marathon training program, and Metronome","Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","“ChiMarathon is nothing short of magical…each week I found myself improving my form, my pace…and my enjoyment and confidence. My Chicago Marathon experience on Oct. 7th was the best I could have hoped for.” 
Cheryl H.","""I'm running 52 marathons, that's a marathon a week. I've been doing ChiRunning for 2 years. It's saved me and I love it."" Julie W.",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,4,9.25,6.13,1.85,https://www.dropbox.com/s/07797af457sbdlv/complete-cm-package.jpg?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""></div>"
ChiMarathon Book & DVD,ChiMarathon Starter Package,cmbookdvddig,Books & DVDs,,,,ChiRunning  ,,,Variable,Book & Digital DVD,,,,39.95,,Learn the ChiRunning technique while you train to run farther and faster with less effort. Run your best half/full marathon yet! Includes ChiMarathon book and digital ChiRunning DVD. ,"Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","""I first noticed the great benefit of your method during the 2006 Wisconsin Ironman. I shaved off over forty minutes from my marathon time compared to the 2005 Wisconsin Ironman (4:42 versus 5:32). The only thing I know I changed was adding the ChiRunning techniques to my training."" 
Stephen S.","""I got into the London Marathon (never done one before and it was one off the best days off my life. I smiled all the way round and felt great. I was passing people like they were standing still. I felt so strong, but not a forced effort. I had fun in my first marathon. Bring on the next one!""",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,0.75,9.25,6.13,0.75,https://www.dropbox.com/s/8sf50ejb5inrgps/cmbook-dvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/book-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
ChiMarathon Book & DVD,ChiMarathon Starter Package,cmbookdvd ,Books & DVDs,,,,ChiRunning  ,,,Variable,Book & Physical DVD & Digital DVD,,,,49.95,,Learn the ChiRunning technique while you train to run farther and faster with less effort. Run your best half/full marathon yet! Includes ChiMarathon book and ChiRunning DVD. ,"Running doesn’t have to be hard, and it doesn’t have to hurt. Whether you’re a seasoned runner in marathon training or you’re just getting started, ChiRunning will help you run with ease, energy and joy. Combine the inner focus and flow of T’ai Chi with running to develop a ground-breaking technique that takes the pain and injury out of running. 
<ul class=""cr-additional-bullets""><li>Learn how to run so it feels easy on your body</li>
<li>Prevent pain and injuries</li>
<li>Enrich your running practice and stay consistent</li>
<li>Run farther, faster, and easier with less effort</li></ul>
ChiRunning is the injury-free answer for all runners, whether you’re a beginner, a seasoned marathoner, or a triathlete. You can truly love running forever.","""I first noticed the great benefit of your method during the 2006 Wisconsin Ironman. I shaved off over forty minutes from my marathon time compared to the 2005 Wisconsin Ironman (4:42 versus 5:32). The only thing I know I changed was adding the ChiRunning techniques to my training."" 
Stephen S.","""I got into the London Marathon (never done one before and it was one off the best days off my life. I smiled all the way round and felt great. I was passing people like they were standing still. I felt so strong, but not a forced effort. I had fun in my first marathon. Bring on the next one!""",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,1.25,9.25,6.13,0.88,https://www.dropbox.com/s/8sf50ejb5inrgps/cmbook-dvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/book-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
ChiWalking DVD,ChiWalking DVD,cwdvddig,Books & DVDs,,,,,ChiWalking  ,,Variable,Digital DVD,,,,19.95,,"Learn to blend walking with the movement principles of T’ai Chi to create balance and strength, to improve overall health, and to manage stress.","
ChiWalking transforms walking from a mundane means of locomotion into an intensely rewarding practice that delivers real results.

Walking has been proven to combat depression, high blood pressure, heart disease, Alzheimer’s, and many other diseases. ChiWalking keeps you from getting sidelined with pain and injuries so you can maximize these health benefits with a consistent fitness walking program.

ChiWalking DVD highlights:

-Instill the ChiWalking technique in your body through step-by-step, easy-to-follow lessons
-Learn how to walk farther and faster with less effort.
-Make back and knee pain disappear.
-Strengthen your core to reduce pain and injury.
-Improve efficiency and burn more calories.
-Make walking any distance a mindful, enjoyable experience, whether you’re a beginner or a seasoned walker.
","""My wife has recently lost 10 lbs (I'm not supposed to tell anyone), and a big part of that is walking this way.""
","""ChiWalking is a truly holistic guide to complete living. Who would guess that the simple act of walking could change your life?""",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your walking efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Walk with confidence,Feel lighter on your feet and walk farther and faster than ever before,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/walk-with-confidence-icon.png,Stay consistent,Enrich your walking practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love fitness for life,Rediscover the joy of walking,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-fitness-for-life-icon.png,0,0,0,0,https://www.dropbox.com/s/588jf71lkyn4gyw/cwdvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
ChiWalking DVD,ChiWalking DVD,cwdvd ,Books & DVDs,,,,,ChiWalking  ,,Variable,Physical & Digital DVD,,,,24.95,,"Learn to blend walking with the movement principles of T’ai Chi to create balance and strength, to improve overall health, and to manage stress.","
ChiWalking transforms walking from a mundane means of locomotion into an intensely rewarding practice that delivers real results.

Walking has been proven to combat depression, high blood pressure, heart disease, Alzheimer’s, and many other diseases. ChiWalking keeps you from getting sidelined with pain and injuries so you can maximize these health benefits with a consistent fitness walking program.

ChiWalking DVD highlights:

-Instill the ChiWalking technique in your body through step-by-step, easy-to-follow lessons
-Learn how to walk farther and faster with less effort.
-Make back and knee pain disappear.
-Strengthen your core to reduce pain and injury.
-Improve efficiency and burn more calories.
-Make walking any distance a mindful, enjoyable experience, whether you’re a beginner or a seasoned walker.
","""My wife has recently lost 10 lbs (I'm not supposed to tell anyone), and a big part of that is walking this way.""
","""ChiWalking is a truly holistic guide to complete living. Who would guess that the simple act of walking could change your life?""",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your walking efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Walk with confidence,Feel lighter on your feet and walk farther and faster than ever before,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/walk-with-confidence-icon.png,Stay consistent,Enrich your walking practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love fitness for life,Rediscover the joy of walking,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-fitness-for-life-icon.png,0.5,7.5,5.25,0.13,https://www.dropbox.com/s/588jf71lkyn4gyw/cwdvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Hills & Trails DVD,Hills & Trails DVD,htdvddig,Books & DVDs,,,,,,,Variable,Digital DVD,,,,19.95,,Enjoy the beauty and challenge of hills and trails with ease using the Hills & Trails DVD.,"Eliminate the strain and struggle that can come with running hills and trails. Conserve energy, prevent injury, and enjoy the views from the top pain-free!
The Hills & Trails DVD has two parts: Hills Made Easy and Trail Running.
In the Hills Made Easy lessons, you’ll learn to:
-Use less leg muscle and make uphill running easier
-Run downhill with less impact while gaining speed
-Prevent injury and over-exertion
-Apply special techniques to steep hills

In the Trail Running lessons, you’ll learn:
-Effective techniques to be a safe and efficient trail runner
-Special tactics for steep trails, single-track and V-shaped trails
-How to buy the best shoes for trail running","""I am having a blast with Chirunning! I just ran for the first time a 18.6 mile race in California. I have been running for all my life as a sprinter and now close to 40 years old never could master distances over 3-5 miles.  Now a 12 mile trail run."" 
Christine G.","""Yesterday, I did a long trail run that is about 1000' of climb and shaved off about 20 minutes!  Pelvic rotation on the uphills with improved arm swing made all the difference!  I was flying in 3rd gear on the downhills with such ease that I was just laughing with joy""
Cheryl",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,0,0,0,0,https://www.dropbox.com/s/zc1y3dh8p819elr/htdvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
Hills & Trails DVD,Hills & Trails DVD,htdvd ,Books & DVDs,,,,,,,Variable,Physical DVD & Digital DVD,,,,29.95,,Enjoy the beauty and challenge of hills and trails with ease using the Hills & Trails DVD.,"Eliminate the strain and struggle that can come with running hills and trails. Conserve energy, prevent injury, and enjoy the views from the top pain-free!
The Hills & Trails DVD has two parts: Hills Made Easy and Trail Running.
In the Hills Made Easy lessons, you’ll learn to:
-Use less leg muscle and make uphill running easier
-Run downhill with less impact while gaining speed
-Prevent injury and over-exertion
-Apply special techniques to steep hills

In the Trail Running lessons, you’ll learn:
-Effective techniques to be a safe and efficient trail runner
-Special tactics for steep trails, single-track and V-shaped trails
-How to buy the best shoes for trail running","""I am having a blast with Chirunning! I just ran for the first time a 18.6 mile race in California. I have been running for all my life as a sprinter and now close to 40 years old never could master distances over 3-5 miles.  Now a 12 mile trail run."" 
Christine G.","""Yesterday, I did a long trail run that is about 1000' of climb and shaved off about 20 minutes!  Pelvic rotation on the uphills with improved arm swing made all the difference!  I was flying in 3rd gear on the downhills with such ease that I was just laughing with joy""
Cheryl",Movement that makes sense,"Learn how small adjustments in your movement can make a big difference in reducing impact, preventing injuries, and improving your running efficiency",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Make injuries a thing of the past,Transform your body’s aches and pains by learning to adjust your technique,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Run with confidence,"Feel lighter on your feet, and run farther and faster with less recovery time",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Stay consistent,Enrich your running practice to make it something you look forward to rather than a chore,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,Love running for life,Rediscover the joy of running,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,0.5,7.5,5.25,0.13,https://www.dropbox.com/s/zc1y3dh8p819elr/htdvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-by-mail-icon-active.png""><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
"ChiRunning DVD – Subtitled (German, Spanish, Dutch)",ChiLiving DVD Deutsche Untertitel,crdvdge,Books & DVDs,,,,ChiRunning  ,,,Simple,,German Subtitles,,,29.95,,"Run faster and farther with ease! Whether you’re a seasoned marathoner or you’ve never run a step, the ChiRunning DVD will help you run injury-free for life. ","Laufen muss nicht hart sein und es muss nicht weh tun. Egal, ob Sie ein erfahrener Läufer im Marathontraining sind oder gerade erst anfangen, ChiRunning hilft Ihnen, mit Leichtigkeit, Energie und Freude zu laufen. Kombinieren Sie den inneren Fokus und Den Fluss von T'ai Chi mit dem Laufen, um eine bahnbrechende Technik zu entwickeln, die den Schmerz und die Verletzung beim Laufen nimmt. 
<ul class=""cr-additional-bullets""><li>Lernen Sie, wie man läuft, damit es sich für Ihren Körper angenehm anfühlt </li>
<li>Verhindern Sie Schmerzen und Verletzungen </li>
<li>Bereichern Sie Ihre Laufpraxis und bleiben Sie konsequent </li>
<li>Laufen Sie weiter, schneller und einfacher mit weniger </li></ul>
Aufwand ChiRunning ist die verletzungsfreie Antwort für alle Läufer, egal ob Anfänger, erfahrener Marathonläufer oder Triathlet. Du kannst das Laufen wirklich für immer lieben.","""ChiRunning hat mir das Leben beim Laufen gerettet! Ich habe diesen Herbst zwei Marathons und freue mich jetzt so sehr auf mein Training.""","""Ich LIEBE diese Technik! Ich habe nie aufgehört, das zu benutzen, was ich gelernt habe. Ich hatte nie wieder eine ernsthafte Laufverletzung und konnte alle Schübe bewältigen, die ich hatte...""","Bewegung, die Sinn macht","Erfahren
 Sie, wie kleine Anpassungen in Ihrer Bewegung einen großen Unterschied 
bei der Reduzierung von Auswirkungen, der Vorbeugung von Verletzungen 
und der Verbesserung Ihrer Laufeffizienz bewirken können",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/movement-that-makes-sense-icon.png,Verletzungen der Vergangenheit angehören lassen,"Transformieren Sie die Schmerzen Ihres Körpers, indem Sie lernen, Ihre Technik anzupassen",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/injury-free-icon.png,Mit Zuversicht laufen,Fühlen Sie sich leichter auf den Beinen und laufen Sie weiter und schneller mit weniger Erholungszeit,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/run-with-confidence-icon.png,Bleiben Sie konsistent,"Bereichern Sie Ihre Laufpraxis, um es zu etwas zu machen, auf das Sie sich freuen, und nicht zu einer lästigen Pflicht",https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/stay-consistent-icon.png,"Liebe es, fürs Leben zu laufen",Entdecken Sie die Freude am Laufen neu,https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/love-running-for-life-icon.png,0,0,0,0,https://www.dropbox.com/s/vytfxu2k9taaq78/crdvd.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/dvd-download-icon-active.png""></div>"
